ID,User ID,Product ID,Subtotal,Tax,Total,Discount ($),Created At,Quantity
1019,Alvina Mertz,Ergonomic Concrete Lamp,98.98,6.8,105.78,,"fevereiro 23, 2025, 2:31 AM",1
1020,Alvina Mertz,Awesome Aluminum Keyboard,42.48,2.92,45.4,,"abril 3, 2023, 6:12 PM",2
1021,Alvina Mertz,Practical Copper Car,49.82,3.43,53.25,,"janeiro 16, 2026, 8:44 AM",2
1022,Alvina Mertz,Heavy-Duty Copper Toucan,76.83,5.28,82.11,,"março 4, 2023, 7:50 PM",8
1023,Alvina Mertz,Intelligent Steel Car,73.2,5.03,71.71,6.53,"janeiro 21, 2026, 12:38 AM",1
1024,Alvina Mertz,Ergonomic Aluminum Plate,45.42,3.12,48.54,,"dezembro 11, 2023, 7:42 AM",1
1025,Alvina Mertz,Mediocre Cotton Toucan,29.52,2.03,31.55,,"novembro 17, 2023, 6:44 PM",3
1026,Alvina Mertz,Rustic Paper Wallet,44.19,3.04,47.23,,"dezembro 21, 2024, 11:55 AM",3
1027,Sheridan VonRueden,Aerodynamic Leather Computer,66.8,3.34,70.14,,"janeiro 5, 2025, 7:36 PM",2
1028,Sheridan VonRueden,Gorgeous Linen Keyboard,43.44,2.17,40.41,5.19,"fevereiro 22, 2026, 6:08 PM",2
1029,Sheridan VonRueden,Synergistic Granite Chair,53.08,2.65,55.73,,"janeiro 15, 2026, 5:37 AM",3
1030,Sheridan VonRueden,Practical Aluminum Coat,113.12,5.66,118.78,,"setembro 29, 2024, 2:49 PM",7
1031,Sheridan VonRueden,Practical Silk Computer,50.09,2.5,52.59,,"fevereiro 22, 2026, 12:51 AM",2
1032,Sheridan VonRueden,Ergonomic Plastic Bench,50.38,2.52,47.71,5.19,"outubro 30, 2024, 10:53 PM",7
1033,Sheridan VonRueden,Aerodynamic Concrete Lamp,70.15,3.51,73.66,,"março 7, 2026, 6:05 PM",1
1034,Sheridan VonRueden,Aerodynamic Rubber Bench,47.75,2.39,50.14,,"dezembro 28, 2023, 7:39 PM",1
1035,Sheridan VonRueden,Sleek Leather Toucan,106.44,5.32,111.76,,"janeiro 2, 2025, 5:38 PM",1
1036,Sheridan VonRueden,Rustic Copper Knife,54.9,2.75,57.65,,"fevereiro 10, 2025, 5:24 PM",2
1037,Sheridan VonRueden,Intelligent Iron Shirt,119.05,5.95,125,,"março 17, 2025, 9:04 AM",1
1038,Sheridan VonRueden,Heavy-Duty Steel Watch,40.6,2.03,42.63,,"maio 12, 2023, 1:50 AM",3
1039,Aryanna Hegmann,Lightweight Marble Bag,50.9,3.05,53.95,,"julho 31, 2023, 1:51 AM",5
1040,Aryanna Hegmann,Rustic Marble Bottle,68.12,4.09,72.21,,"abril 25, 2025, 8:02 PM",3
1041,Aryanna Hegmann,Fantastic Leather Watch,117.32,7.04,124.36,,"dezembro 10, 2024, 11:56 PM",2
1042,Aryanna Hegmann,Ergonomic Leather Pants,33.57,2.01,35.58,,"julho 28, 2024, 10:46 AM",5
1043,Eileen Mayert,Heavy-Duty Wooden Clock,74.3,5.57,79.87,,"agosto 10, 2024, 10:36 PM",5
1044,Eileen Mayert,Heavy-Duty Copper Toucan,115.24,8.64,123.88,,"fevereiro 10, 2026, 3:12 PM",2
1045,Eileen Mayert,Incredible Aluminum Knife,69.15,5.19,73.03,1.32,"março 23, 2025, 12:20 PM",1
1046,Eileen Mayert,Lightweight Linen Bottle,105.41,7.91,113.32,,"janeiro 26, 2025, 5:08 AM",1
1047,Eileen Mayert,Gorgeous Aluminum Plate,75.08,5.63,80.71,,"julho 10, 2024, 10:30 AM",5
1048,Eileen Mayert,Mediocre Cotton Toucan,44.28,3.32,47.6,,"novembro 11, 2024, 11:14 PM",2
1049,Eileen Mayert,Ergonomic Cotton Bag,128.58,9.64,138.22,,"abril 19, 2025, 4:56 AM",2
1050,Madie Bayer,Mediocre Paper Car,15.69,1.1,16.79,,"abril 29, 2023, 3:37 AM",3
1051,Madie Bayer,Ergonomic Leather Pants,33.57,2.35,32.78,3.13,"fevereiro 20, 2026, 1:10 AM",2
1052,Madie Bayer,Ergonomic Aluminum Plate,68.12,4.77,72.89,,"abril 3, 2026, 10:04 PM",4
1053,Madie Bayer,Awesome Wool Bench,61.2,4.28,65.48,,"janeiro 22, 2025, 4:59 AM",2
1054,Madie Bayer,Synergistic Marble Keyboard,112.31,7.86,120.17,,"setembro 17, 2025, 10:16 PM",5
1055,Madie Bayer,Aerodynamic Granite Bottle,41.24,2.89,44.13,,"março 23, 2026, 6:51 PM",1
1056,Madie Bayer,Lightweight Linen Hat,47.59,3.33,50.92,,"junho 21, 2025, 9:20 AM",6
1057,Madie Bayer,Awesome Concrete Shoes,37.65,2.64,40.29,,"fevereiro 26, 2024, 10:25 AM",1
1058,Madie Bayer,Enormous Plastic Coat,67.83,4.75,72.58,,"outubro 13, 2024, 3:01 PM",2
1059,Madie Bayer,Enormous Marble Gloves,37.02,2.59,39.61,,"agosto 23, 2023, 10:10 PM",5
1060,Madie Bayer,Ergonomic Cotton Bag,128.58,9,137.58,,"março 29, 2025, 6:51 AM",1
1061,Madie Bayer,Awesome Aluminum Keyboard,63.72,4.46,63,5.18,"outubro 27, 2025, 5:18 PM",2
1062,Madie Bayer,Awesome Steel Toucan,143.89,10.07,153.96,,"outubro 10, 2025, 5:41 AM",4
1063,Madie Bayer,Ergonomic Silk Coat,132.46,9.27,141.73,,"abril 15, 2025, 3:25 AM",3
1064,Madonna Kertzmann,Awesome Concrete Shoes,37.65,1.62,39.27,,"julho 18, 2024, 8:22 PM",4
1065,Madonna Kertzmann,Gorgeous Marble Plate,99.85,4.29,104.14,,"fevereiro 24, 2025, 5:52 AM",1
1066,Madonna Kertzmann,Enormous Plastic Coat,45.22,1.94,47.16,,"março 26, 2023, 12:14 PM",0
1067,Madonna Kertzmann,Durable Marble Watch,68.62,2.95,71.57,,"abril 5, 2024, 2:41 AM",1
1068,Madonna Kertzmann,Practical Aluminum Table,122.37,5.26,127.63,,"julho 26, 2025, 6:13 AM",4
1069,Madonna Kertzmann,Incredible Bronze Pants,44.07,1.9,45.97,,"abril 28, 2023, 4:34 AM",2
1070,Madonna Kertzmann,Intelligent Paper Hat,125.81,5.41,125.34,5.88,"abril 17, 2024, 8:07 PM",1
1071,Madonna Kertzmann,Lightweight Linen Hat,47.59,2.05,49.64,,"dezembro 30, 2024, 3:14 PM",2
1072,Madonna Kertzmann,Rustic Paper Wallet,44.19,1.9,46.09,,"fevereiro 17, 2025, 2:43 AM",2
1073,Madonna Kertzmann,Enormous Marble Wallet,124.12,5.34,129.46,,"abril 2, 2024, 11:12 PM",3
1074,Madonna Kertzmann,Durable Steel Toucan,82.38,3.54,85.92,,"dezembro 14, 2023, 1:55 AM",3
1075,Madonna Kertzmann,Intelligent Iron Shirt,119.05,5.12,119.91,4.26,"fevereiro 23, 2024, 10:43 PM",2
1076,Madonna Kertzmann,Enormous Marble Wallet,124.12,5.34,129.46,,"novembro 2, 2024, 12:48 PM",2
1077,Madonna Kertzmann,Fantastic Wool Shirt,52.72,2.27,54.99,,"novembro 22, 2025, 10:28 PM",2
1078,Madonna Kertzmann,Enormous Plastic Coat,45.22,1.94,47.16,,"agosto 4, 2023, 6:46 AM",6
1079,Madonna Kertzmann,Incredible Plastic Watch,113.95,4.9,118.85,,"março 3, 2024, 9:07 AM",1
1080,Madonna Kertzmann,Small Granite Gloves,124.89,5.37,121.5,8.76,"abril 20, 2024, 3:20 AM",4
1081,Madonna Kertzmann,Practical Wool Hat,125.24,5.39,130.63,,"agosto 8, 2024, 8:15 PM",7
1082,Madonna Kertzmann,Fantastic Silk Bottle,136.16,5.85,142.01,,"setembro 23, 2025, 9:04 AM",5
1083,Henderson Hansen,Synergistic Wool Coat,128.55,7.71,136.26,,"abril 21, 2025, 7:59 PM",4
1084,Henderson Hansen,Practical Steel Table,78.15,4.69,82.84,,"julho 23, 2025, 5:49 PM",5
1085,Henderson Hansen,Lightweight Steel Watch,76.78,4.61,81.39,,"fevereiro 13, 2026, 7:25 AM",2
1086,Henderson Hansen,Gorgeous Linen Keyboard,43.44,2.61,46.05,,"junho 22, 2025, 7:09 PM",8
1087,Henderson Hansen,Fantastic Leather Watch,78.22,4.69,82.91,,"setembro 14, 2023, 12:51 AM",7
1088,Henderson Hansen,Durable Aluminum Bag,110.93,6.66,117.59,,"setembro 19, 2024, 9:11 AM",5
1089,Henderson Hansen,Incredible Concrete Watch,109.78,6.59,107.93,8.44,"janeiro 15, 2026, 3:48 PM",2
1090,Henderson Hansen,Gorgeous Marble Plate,99.85,5.99,105.84,,"dezembro 23, 2025, 4:56 PM",2
1091,Henderson Hansen,Awesome Aluminum Keyboard,42.48,2.55,45.03,,"julho 14, 2023, 12:25 AM",5
1092,Henderson Hansen,Ergonomic Silk Table,68.23,4.09,72.32,,"janeiro 9, 2025, 5:11 AM",1
1093,Henderson Hansen,Awesome Aluminum Table,127.52,7.65,135.17,,"dezembro 7, 2025, 11:32 PM",2
1094,Henderson Hansen,Enormous Wool Car,79.94,4.8,84.74,,"janeiro 15, 2024, 11:17 PM",2
1095,Henderson Hansen,Synergistic Leather Coat,73.39,4.4,77.79,,"maio 10, 2025, 10:38 PM",5
1096,Henderson Hansen,Ergonomic Silk Coat,132.46,7.95,140.41,,"abril 10, 2025, 11:32 AM",2
1097,Henderson Hansen,Synergistic Wool Coat,128.55,7.71,136.26,,"dezembro 13, 2024, 4:12 AM",1
1098,Henderson Hansen,Mediocre Leather Computer,101.02,6.06,107.08,,"fevereiro 10, 2024, 6:27 PM",1
1099,Henderson Hansen,Durable Wool Toucan,53.64,3.22,56.86,,"dezembro 13, 2024, 12:45 PM",2
1100,Henderson Hansen,Heavy-Duty Wooden Clock,49.54,2.97,52.51,,"junho 24, 2023, 9:22 PM",5
1101,Henderson Hansen,Intelligent Paper Car,79.29,4.76,77.61,6.43,"janeiro 25, 2023, 3:52 AM",1
1102,Henderson Hansen,Intelligent Wooden Gloves,37.33,2.24,39.57,,"fevereiro 26, 2024, 2:46 PM",1
1103,Henderson Hansen,Small Marble Knife,148.17,8.89,157.06,,"abril 18, 2026, 2:45 AM",3
1104,Henderson Hansen,Ergonomic Silk Coat,132.46,7.95,137.07,3.33,"maio 17, 2025, 11:28 PM",3
1105,Henderson Hansen,Lightweight Wool Computer,126.05,7.56,133.61,,"janeiro 14, 2024, 9:39 AM",1
1106,Henderson Hansen,Practical Granite Plate,77.4,4.64,82.04,,"abril 4, 2023, 12:34 PM",2
1107,Henderson Hansen,Practical Aluminum Table,122.37,7.34,129.71,,"março 12, 2025, 5:59 AM",1
1108,Khalid McKenzie,Small Marble Shoes,105.12,4.2,109.32,,"novembro 8, 2024, 9:50 AM",4
1109,Khalid McKenzie,Incredible Bronze Pants,66.11,2.64,68.75,,"janeiro 14, 2026, 12:33 PM",2
1110,Khalid McKenzie,Mediocre Aluminum Shirt,41.62,1.66,43.28,,"setembro 17, 2024, 9:17 PM",5
1111,Khalid McKenzie,Gorgeous Marble Plate,66.56,2.66,69.22,,"novembro 19, 2023, 1:43 PM",4
1112,Khalid McKenzie,Aerodynamic Cotton Bottle,56.05,2.24,58.29,,"setembro 7, 2023, 8:39 AM",6
1113,Khalid McKenzie,Enormous Granite Bottle,45.8,1.83,47.63,,"setembro 6, 2024, 10:24 PM",6
1114,Khalid McKenzie,Gorgeous Concrete Chair,123.21,4.93,128.14,,"outubro 2, 2024, 10:17 PM",6
1115,Khalid McKenzie,Heavy-Duty Silk Car,104.82,4.19,109.01,,"março 7, 2025, 11:30 PM",1
1116,Khalid McKenzie,Ergonomic Paper Wallet,42.78,1.71,44.49,,"abril 3, 2023, 8:22 PM",4
1117,Khalid McKenzie,Practical Silk Bottle,84.49,3.38,87.87,,"fevereiro 2, 2025, 6:45 PM",2
1118,Khalid McKenzie,Awesome Granite Car,75.65,3.03,78.68,,"outubro 30, 2024, 6:57 PM",7
1119,Khalid McKenzie,Enormous Plastic Coat,67.83,2.71,70.54,,"agosto 10, 2024, 12:29 AM",9
1120,Khalid McKenzie,Small Wool Wallet,41.33,1.65,42.98,,"setembro 2, 2025, 5:20 PM",6
1121,Khalid McKenzie,Rustic Rubber Knife,65.09,2.6,67.69,,"setembro 30, 2025, 6:42 AM",5
1122,Khalid McKenzie,Incredible Concrete Keyboard,82.08,3.28,85.36,,"agosto 30, 2023, 8:56 PM",5
1123,Khalid McKenzie,Ergonomic Iron Watch,105.08,4.2,109.28,,"agosto 18, 2024, 8:25 PM",7
1124,Khalid McKenzie,Fantastic Aluminum Bottle,116.87,4.67,121.54,,"novembro 20, 2025, 11:34 PM",3
1125,Khalid McKenzie,Rustic Concrete Bottle,64.01,2.56,66.57,,"julho 2, 2025, 9:43 PM",5
1126,Khalid McKenzie,Mediocre Wooden Table,31.79,1.27,33.06,,"março 21, 2023, 6:21 PM",1
1127,Khalid McKenzie,Aerodynamic Rubber Bench,71.63,2.87,74.5,,"maio 24, 2024, 2:18 PM",6
1128,Khalid McKenzie,Intelligent Paper Hat,125.81,5.03,130.84,,"novembro 15, 2025, 3:46 PM",4
1129,Khalid McKenzie,Intelligent Granite Hat,139.89,5.6,145.49,,"março 26, 2025, 8:50 AM",1
1130,Khalid McKenzie,Rustic Copper Hat,25.54,1.02,26.56,,"outubro 24, 2022, 6:46 AM",8
1131,Khalid McKenzie,Practical Steel Table,78.15,3.13,81.28,,"agosto 31, 2024, 7:43 AM",7
1132,Khalid McKenzie,Aerodynamic Concrete Bench,114.42,4.58,119,,"fevereiro 16, 2025, 10:48 AM",1
1133,Khalid McKenzie,Sleek Leather Toucan,106.44,4.26,110.7,,"maio 1, 2025, 12:55 AM",5
1134,Khalid McKenzie,Sleek Granite Pants,82.8,3.31,86.11,,"janeiro 10, 2024, 9:04 PM",2
1135,Khalid McKenzie,Sleek Aluminum Watch,89.2,3.57,92.77,,"outubro 13, 2024, 3:53 PM",6
1136,Ethan Kling,Small Granite Gloves,83.26,4.16,87.42,,"dezembro 6, 2022, 6:24 AM",3
1137,Ethan Kling,Lightweight Bronze Table,81.88,4.09,85.97,,"setembro 22, 2025, 1:37 AM",5
1138,Ethan Kling,Heavy-Duty Copper Watch,83.5,4.18,87.68,,"abril 9, 2024, 5:11 PM",2
1139,Ethan Kling,Gorgeous Paper Bag,65.14,3.26,68.4,,"junho 1, 2023, 7:42 PM",5
1140,Lewis Hoppe,Lightweight Leather Bench,61.08,3.05,64.13,,"julho 7, 2023, 2:59 AM",4
1141,Lewis Hoppe,Practical Silk Computer,50.09,2.5,52.59,,"janeiro 31, 2024, 1:16 PM",2
1142,Lewis Hoppe,Heavy-Duty Steel Watch,60.9,3.04,55.67,8.26,"setembro 4, 2025, 10:41 AM",6
1143,Lewis Hoppe,Aerodynamic Rubber Bench,47.75,2.39,50.14,,"novembro 2, 2022, 8:10 AM",3
1144,Lewis Hoppe,Practical Silk Computer,50.09,2.5,48.83,3.76,"janeiro 23, 2024, 10:20 AM",2
1145,Lewis Hoppe,Lightweight Bronze Table,81.88,4.09,85.97,,"março 28, 2026, 2:10 PM",1
1146,Lewis Hoppe,Sleek Wool Watch,68.48,3.42,71.9,,"março 26, 2024, 2:43 PM",1
1147,Lewis Hoppe,Synergistic Marble Keyboard,112.31,5.62,117.93,,"janeiro 24, 2026, 11:38 PM",2
1148,Lewis Hoppe,Mediocre Aluminum Shirt,41.62,2.08,43.7,,"março 3, 2025, 6:12 AM",1
1149,Lewis Hoppe,Awesome Wool Bench,61.2,3.06,64.26,,"novembro 7, 2025, 11:35 PM",4
1150,Lewis Hoppe,Rustic Silk Knife,77.91,3.9,81.81,,"novembro 19, 2025, 6:46 PM",4
1151,Lewis Hoppe,Small Copper Clock,54.91,2.75,57.66,,"setembro 11, 2024, 5:13 AM",5
1152,Lewis Hoppe,Small Copper Plate,99.66,4.98,104.64,,"junho 24, 2025, 10:30 AM",5
1153,Lewis Hoppe,Practical Bronze Computer,87.47,4.37,91.84,,"setembro 8, 2024, 7:54 PM",5
1154,Lewis Hoppe,Ergonomic Plastic Bench,50.38,2.52,52.9,,"fevereiro 27, 2026, 11:59 AM",2
1155,Lewis Hoppe,Durable Steel Toucan,123.57,6.18,121.82,7.94,"março 2, 2024, 12:01 AM",1
1156,Lewis Hoppe,Enormous Leather Wallet,57.92,2.9,60.82,,"abril 1, 2024, 3:17 AM",25
1157,Lewis Hoppe,Fantastic Leather Watch,117.32,5.87,123.19,,"março 15, 2024, 10:32 AM",1
1158,Lewis Hoppe,Lightweight Bronze Table,81.88,4.09,85.97,,"fevereiro 2, 2026, 7:52 PM",2
1159,Monserrate Schuppe,Durable Aluminum Bag,110.93,3.22,114.15,,"setembro 14, 2025, 10:10 PM",3
1160,Monserrate Schuppe,Awesome Bronze Plate,109.22,3.17,112.39,,"fevereiro 23, 2026, 11:23 AM",1
1161,Monserrate Schuppe,Rustic Silk Knife,77.91,2.26,79.3,0.87,"junho 12, 2025, 12:34 PM",3
1162,Monserrate Schuppe,Heavy-Duty Rubber Gloves,47.59,1.38,48.97,,"maio 25, 2024, 12:23 PM",2
1163,Monserrate Schuppe,Practical Granite Plate,77.4,2.24,79.64,,"junho 19, 2023, 7:24 PM",3
1164,Monserrate Schuppe,Aerodynamic Copper Knife,38.3,1.11,39.41,,"dezembro 23, 2025, 5:28 PM",1
1165,Monserrate Schuppe,Ergonomic Silk Table,45.49,1.32,46.81,,"julho 15, 2023, 5:12 AM",3
1166,Monserrate Schuppe,Rustic Silk Knife,77.91,2.26,80.17,,"fevereiro 27, 2024, 5:15 AM",1
1167,Monserrate Schuppe,Enormous Marble Gloves,55.53,1.61,57.14,,"fevereiro 7, 2024, 9:51 PM",1
1168,Monserrate Schuppe,Gorgeous Marble Computer,93.28,2.71,95.99,,"janeiro 5, 2026, 3:40 PM",2
1169,Monserrate Schuppe,Heavy-Duty Rubber Gloves,31.73,0.92,32.65,,"setembro 16, 2022, 11:13 AM",5
1170,Monserrate Schuppe,Rustic Rubber Clock,70.44,2.04,72.48,,"maio 25, 2023, 7:16 AM",3
1171,Monserrate Schuppe,Small Copper Clock,54.91,1.59,56.5,,"fevereiro 1, 2024, 4:10 PM",1
1172,Monserrate Schuppe,Mediocre Wooden Table,47.68,1.38,49.06,,"julho 30, 2024, 10:05 AM",4
1173,Monserrate Schuppe,Awesome Aluminum Table,127.52,3.7,131.22,,"outubro 23, 2024, 1:07 PM",4
1174,Monserrate Schuppe,Enormous Wool Car,53.29,1.55,54.84,,"novembro 17, 2023, 11:07 PM",2
1175,Monserrate Schuppe,Aerodynamic Rubber Bench,47.75,1.38,49.13,,"fevereiro 8, 2023, 2:03 PM",1
1176,Monserrate Schuppe,Awesome Steel Toucan,143.89,4.17,148.06,,"agosto 8, 2025, 10:35 PM",4
1177,Monserrate Schuppe,Ergonomic Wool Bag,26.96,0.78,27.74,,"agosto 12, 2023, 6:41 PM",4
1178,Monserrate Schuppe,Durable Copper Clock,112.42,3.26,115.68,,"maio 26, 2024, 11:03 AM",2
1179,Monserrate Schuppe,Heavy-Duty Copper Gloves,30.62,0.89,31.51,,"agosto 18, 2025, 7:46 PM",4
1180,Monserrate Schuppe,Rustic Rubber Clock,70.44,2.04,72.48,,"abril 29, 2023, 8:26 PM",3
1181,Monserrate Schuppe,Aerodynamic Granite Bench,53.6,1.55,52.44,2.71,"junho 27, 2022, 2:16 AM",6
1182,Monserrate Schuppe,Incredible Plastic Chair,54.58,1.58,56.16,,"maio 4, 2023, 10:40 AM",4
1183,Monserrate Schuppe,Incredible Bronze Wallet,81.88,2.37,84.25,,"março 2, 2025, 4:53 AM",1
1184,Monserrate Schuppe,Synergistic Steel Chair,112.63,3.27,115.9,,"abril 28, 2025, 11:59 PM",3
1185,Monserrate Schuppe,Sleek Plastic Shoes,92.65,2.69,95.34,,"novembro 26, 2023, 4:03 AM",3
1186,Monserrate Schuppe,Enormous Granite Bottle,45.8,1.33,47.13,,"fevereiro 20, 2024, 11:50 AM",1
1187,Monserrate Schuppe,Ergonomic Wool Bag,26.96,0.78,27.74,,"dezembro 8, 2023, 2:25 AM",1
1188,Monserrate Schuppe,Aerodynamic Cotton Bottle,56.05,1.63,57.68,,"maio 21, 2023, 6:53 PM",3
1189,Monserrate Schuppe,Ergonomic Silk Coat,88.3,2.56,90.86,,"dezembro 22, 2023, 1:02 PM",2
1190,Trisha Hoeger,Sleek Steel Table,85.25,5.12,90.37,,"setembro 20, 2022, 7:18 AM",6
1191,Trisha Hoeger,Synergistic Copper Computer,22.58,1.36,23.94,,"dezembro 19, 2022, 1:28 AM",2
1192,Trisha Hoeger,Gorgeous Marble Plate,99.85,5.99,105.84,,"dezembro 21, 2024, 1:11 AM",2
1193,Trisha Hoeger,Ergonomic Aluminum Plate,68.12,4.09,72.21,,"fevereiro 19, 2026, 3:30 AM",1
1194,Trisha Hoeger,Awesome Concrete Shoes,37.65,2.26,39.91,,"novembro 3, 2024, 8:33 PM",2
1195,Trisha Hoeger,Durable Leather Wallet,70.05,4.2,74.25,,"junho 1, 2022, 6:12 PM",4
1196,Trisha Hoeger,Sleek Copper Watch,44.54,2.67,47.21,,"agosto 1, 2022, 2:36 AM",5
1197,Trisha Hoeger,Heavy-Duty Copper Watch,83.5,5.01,88.51,,"julho 14, 2025, 4:36 AM",3
1198,Trisha Hoeger,Ergonomic Aluminum Plate,68.12,4.09,72.21,,"agosto 16, 2025, 4:55 PM",6
1199,Trisha Hoeger,Practical Silk Bottle,84.49,5.07,89.56,,"outubro 22, 2024, 5:07 AM",68
1200,Trisha Hoeger,Practical Wool Hat,125.24,7.51,125.27,7.48,"agosto 1, 2025, 12:37 AM",8
1201,Trisha Hoeger,Aerodynamic Cotton Bottle,84.08,5.04,89.12,,"outubro 22, 2024, 6:58 PM",5
1202,Trisha Hoeger,Durable Cotton Shirt,69.18,4.15,73.33,,"setembro 10, 2024, 1:26 PM",3
1203,Trisha Hoeger,Enormous Cotton Pants,126.2,7.57,133.77,,"novembro 15, 2025, 8:27 AM",3
1204,Trisha Hoeger,Heavy-Duty Copper Toucan,115.24,6.91,122.15,,"agosto 19, 2025, 2:19 AM",6
1205,Trisha Hoeger,Heavy-Duty Rubber Bottle,50.38,3.02,53.4,,"dezembro 6, 2024, 11:58 AM",2
1206,Trisha Hoeger,Incredible Silk Shoes,131.43,7.89,131.41,7.90,"junho 6, 2025, 3:01 AM",8
1207,Trisha Hoeger,Sleek Bronze Lamp,92.97,5.58,98.55,,"novembro 9, 2024, 9:36 AM",4
1208,Trisha Hoeger,Small Rubber Clock,57.49,3.45,60.94,,"dezembro 25, 2024, 11:35 PM",2
1209,Trisha Hoeger,Lightweight Linen Bottle,105.41,6.32,108.33,3.40,"novembro 18, 2024, 12:00 AM",3
1210,Trisha Hoeger,Aerodynamic Leather Toucan,93.26,5.6,95.46,3.40,"junho 20, 2023, 6:23 PM",6
1211,Trisha Hoeger,Practical Bronze Watch,134.48,8.07,142.55,,"setembro 18, 2024, 9:56 PM",5
1212,Trisha Hoeger,Awesome Bronze Plate,72.81,4.37,77.18,,"junho 13, 2022, 9:02 AM",6
1213,Trisha Hoeger,Aerodynamic Granite Bottle,27.5,1.65,29.15,,"outubro 5, 2022, 9:18 AM",6
1214,Trisha Hoeger,Ergonomic Cotton Bag,128.58,7.72,136.3,,"setembro 28, 2025, 11:05 AM",6
1215,Trisha Hoeger,Small Marble Shoes,105.12,6.31,111.43,,"maio 31, 2025, 3:33 AM",5
1216,Trisha Hoeger,Mediocre Aluminum Shirt,41.62,2.5,44.12,,"novembro 7, 2024, 5:18 AM",4
1217,Trisha Hoeger,Aerodynamic Concrete Lamp,46.76,2.81,46.66,2.91,"maio 26, 2023, 6:19 AM",5
1218,Trisha Hoeger,Fantastic Steel Knife,52.72,3.16,55.88,,"junho 9, 2025, 5:49 AM",6
1219,Trisha Hoeger,Ergonomic Silk Table,68.23,4.09,72.32,,"fevereiro 20, 2024, 4:12 AM",2
1220,Trisha Hoeger,Enormous Wool Car,53.29,3.2,56.49,,"agosto 20, 2023, 10:04 AM",8
1221,Trisha Hoeger,Small Granite Gloves,83.26,5,88.26,,"dezembro 12, 2023, 2:59 PM",2
1222,Trisha Hoeger,Practical Bronze Computer,58.31,3.5,61.81,,"outubro 11, 2022, 12:23 AM",7
1223,Trisha Hoeger,Rustic Silk Pants,47.04,2.82,49.86,,"dezembro 7, 2025, 9:19 PM",2
1224,Trisha Hoeger,Aerodynamic Bronze Hat,61.2,3.67,64.87,,"novembro 19, 2025, 5:15 PM",3
1225,Trisha Hoeger,Lightweight Paper Bottle,81.9,4.91,86.81,,"maio 8, 2025, 12:27 PM",5
1226,Lolita Zemlak,Lightweight Linen Coat,43.93,2.75,46.68,,"março 30, 2026, 7:51 PM",1
1227,Lolita Zemlak,Fantastic Steel Knife,52.72,3.3,56.02,,"setembro 22, 2024, 3:04 AM",5
1228,Lolita Zemlak,Heavy-Duty Cotton Bottle,128.82,8.05,136.87,,"janeiro 18, 2026, 1:19 AM",2
1229,Lolita Zemlak,Durable Cotton Bench,139.82,8.74,148.56,,"maio 29, 2024, 8:20 PM",5
1230,Lolita Zemlak,Gorgeous Bronze Hat,122.42,7.65,130.07,,"maio 6, 2024, 4:56 AM",4
1231,Lolita Zemlak,Ergonomic Marble Computer,46.9,2.93,49.83,,"novembro 23, 2023, 10:50 AM",3
1232,Maye Toy,Practical Paper Bag,42.49,1.8,44.29,,"maio 3, 2025, 5:22 AM",4
1233,Maye Toy,Rustic Concrete Bottle,64.01,2.7,66.71,,"janeiro 5, 2026, 12:32 AM",2
1234,Maye Toy,Mediocre Plastic Clock,130.94,5.53,136.47,,"abril 2, 2026, 2:05 PM",3
1235,Maye Toy,Gorgeous Linen Keyboard,28.96,1.22,30.18,,"dezembro 10, 2022, 11:04 PM",2
1236,Maye Toy,Durable Aluminum Bag,73.95,3.12,77.07,,"janeiro 28, 2023, 11:10 PM",3
1237,Maye Toy,Incredible Plastic Chair,81.88,3.46,85.34,,"setembro 16, 2024, 12:23 AM",6
1238,Maye Toy,Incredible Bronze Wallet,54.58,2.31,56.89,,"outubro 14, 2022, 9:10 AM",6
1239,Maye Toy,Awesome Granite Car,50.43,2.13,52.56,,"junho 1, 2023, 2:23 AM",9
1240,Maye Toy,Practical Aluminum Table,122.37,5.17,127.54,,"fevereiro 20, 2024, 2:20 AM",2
1241,Maye Toy,Sleek Marble Table,39.58,1.67,33.36,7.88,"julho 12, 2025, 7:51 PM",6
1242,Maye Toy,Heavy-Duty Linen Toucan,70.15,2.96,73.11,,"fevereiro 7, 2025, 12:46 PM",2
1243,Maye Toy,Lightweight Leather Gloves,66.07,2.79,68.86,,"novembro 16, 2025, 9:49 PM",3
1244,Maye Toy,Aerodynamic Copper Knife,25.54,1.08,26.62,,"dezembro 9, 2023, 1:01 AM",1
1245,Maye Toy,Synergistic Granite Chair,35.39,1.5,33.51,3.38,"janeiro 27, 2023, 4:29 AM",2
1246,Maye Toy,Rustic Paper Bench,142.2,6.01,148.21,,"junho 22, 2025, 10:29 AM",6
1247,Maye Toy,Heavy-Duty Silk Car,69.88,2.95,72.83,,"novembro 5, 2023, 1:17 AM",3
1248,Mattie Bayer,Durable Aluminum Bag,110.93,6.66,117.59,,"outubro 2, 2025, 8:13 AM",7
1249,Mattie Bayer,Sleek Plastic Shoes,138.98,8.34,147.32,,"agosto 26, 2025, 5:20 AM",9
1250,Mattie Bayer,Fantastic Copper Hat,98.98,5.94,104.92,,"outubro 8, 2025, 5:56 PM",6
1251,Mattie Bayer,Aerodynamic Paper Coat,63.51,3.81,67.32,,"outubro 21, 2025, 5:15 PM",6
1252,Mattie Bayer,Ergonomic Silk Keyboard,107.14,6.43,113.57,,"outubro 9, 2025, 5:55 AM",6
